likes_per_minute,video_id,video_title,upload_date,upload_time,view_count,like_count,comment_count,video_duration,tags,day,duration,minutes,interaction_score,Sort_order
59062,7trIdY1assg,How Bad Are These Cheap Ebay Bikes? | GCN Presenter Challenge,22/12/2017,00:00.0,1892448,29531,1605,00:24:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'passo gardena', 'gardena pass', 'training', 'spinning', 'turbo', 'trainer', 'indoor cycling', 'rollers', 'workout', 'session', 'hill sprints', 'hill climb', 'hill attacks', 'fit', 'fitness', 'effort', 'power', 'dolomites', 'alta badia', 'cadence', 'spin', 'train', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'matt stephens', 'sec-feature', 'plts', 'plsp', 'sca15', 'gc11shs', 'gc04s1', 'c3', 'c1', 'h3', 'gc11sas', 'p1', 'z2', '?', 'gc25b', '?', '?', '?', '?']",Friday,0min,0,2.4,1
37612,BxkSmu05hgQ,Yes This Is A Normal Size Bike! #shorts,08/01/2022,00:09.0,899385,18806,221,00:19:00,"['gcn', 'gcn shorts', 'global cycling network', 'conor dunne', 'manon lloyd', 'saddle', 'saddle too low', 'saddle height', '?27']",Saturday,0min,0,2.33,1
31064,QB69Pwl6GI8,Indoor Cycling Workout | 60 Minute Endurance Intervals: Fitness Training,09/12/2019,52:49.0,1373103,15532,687,00:11:00,"['spin', 'spin class', 'spinning', 'workout', 'fat burning', 'burn', 'burn fat', 'interval', 'intervals', 'effort', 'training', 'train', 'high intensity training', 'interval training', 'cycling workout', 'spinning class', '60 minute', 'spin workout', 'training video', 'indoor cycling', 'turbo trainer', 'wahoo', 'wahoo bike', 'fitness', 'gym bike', 'class', 'threshold', 'cadence', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'sec-feature', 'gc11shs', 'c3', 'p1', '?', '?', 'b3', '?', '?', '?', '?', '?', '?2', '3808']",Monday,0min,0,1.62,1
30352,whrdmZ4rucE,The Superman! #Shorts,27/01/2022,00:28.0,302358,15176,283,00:19:00,['?27'],Thursday,0min,0,5.92,1
26276,WzB20OftfiI,Making The Coolest Team In Pro Cycling: L39ION Of LA & Justin Williams,15/02/2020,00:11.0,428567,13138,998,00:26:00,"['cool', 'coolest', 'pro', 'pro team', 'justin', 'williams', 'L39GION', 'Legion', 'road', 'criterium', 'LA', 'amateur', 'sprint', 'sprinter', 'fast', 'cylance', 'astellas', 'livestrong', 'national', 'champion', 'national champion', 'USA', 'america', 'american', 'california', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'Jeremy', 'Powers', 'sec-feature', '?', 'gc11shs', '?', 'c3', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '3876']",Saturday,0min,0,5.37,1
20746,MfGsUFw5PhE,Functional Threshold Power: Does It Really Matter? | GCN Does Science,03/06/2018,00:03.0,583450,10373,666,00:47:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'ftp', 'threshold', 'functional threshold power', 'power', 'effort', 'intervals', 'threshold test', 'testing', 'power test', 'training', 'improve power', 'sprint', 'sprints', 'gmbn', 'sprinting', 'science', 'gcn science', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'simon richardson', 'blake samson', 'louis passfield', 'professor passfield', 'sec-feature', 'plsc', 'sca15', 'gc11shs', 'c3', 'r1', 'h3', 'gc11sas', '?', 'p1', '?', '?', '?', '?', '?', '?']",Sunday,0min,0,2.9,1
18452,Xax4KTj4DX8,Conor Can't Climb! #shorts,20/04/2022,00:24.0,473271,9226,142,00:29:00,"['climb', 'steepest', 'steep', 'climbing', 'england', 'fail', 'failure', 'fails', 'road fail', 'cycling fail', 'super bike', 'superbike', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', 'sca15', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Wednesday,0min,0,2.24,1
18334,b_FYOnOin2I,Bike Handling Skills Tips! #shorts,06/03/2022,00:27.0,471332,18334,124,01:00:00,"['skill', 'skills', 'handling', 'bike handling', 'handle', 'control', 'tip', 'tips', 'tricks', 'balance', 'practice', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', 'sca15', 'r1', '?', '?', '?', '?', '?', '?', '?', '?']",Sunday,0min,1,4.14,1
15028,gwPygsEOqA4,The Hardest Ride: Can We Make The Time Cut?! | We Made Our Own Epic Giro Stage,29/05/2021,00:30.0,237761,7514,534,00:51:00,"['giro', ""giro d'italia"", 'giro ditalia', 'italy', 'italia', 'grand tour', 'stage race', 'queens stage', 'elevation', 'km', 'long', 'hard', 'hardest stage', 'mountain', 'exmoor', 'dorset', 'climbing', 'tough', 'time cut', 'rain', 'weather', 'hanks dad', 'dad', 'hanks', 'porlock', 'dunkery', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'james', 'lowsley', 'williams', 'hank', 'conor', 'dunne', 'sec-feature', 'gc21s', '?', '?', 'r1', '?', '?', '?', '?', 'n1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '?', '4345']",Saturday,0min,0,5.38,1
10716,UvGoMDy3t_M,GCN's Gravel Challenge | Si Vs Jeremy: Who Can Make The Most Epic Ride?,14/06/2020,00:08.0,273012,5358,587,00:25:00,"['gravel', 'gravel bike', '3t exploro', '3t exploro racemax', 'new 3t gravel bike', 'challenge', 'gravel challenge', 'gravel riding', 'gravel race', 'epic', '650b', 'aero', 'aero bike', 'kom', 'america', 'usa', 'fire road', 'exploring', 'adventure', 'adventure riding', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'simon', 'richardson', 'jeremy', 'powers', 'sec-feature', 'gc11shs', '?', 'c3', 'gc11sas', 'n1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '?', '3996', 'gravel road']",Sunday,0min,0,4.07,1
8926,H6DSGuw919g,New bike who dis.,29/06/2022,49:04.0,125632,4463,174,00:37:00,['?27'],Wednesday,0min,0,4.86,1
7374,f_b4pmmXSEc,Why We Love Cycling + The Best Of 2019 | GCN Show Ep.364,31/12/2019,00:10.0,108981,3687,432,00:12:00,"['best of', '2019', 'mathieu van der poel', 'van der poel', 'love cycling', 'why we ride', 'riding', 'race', 'racing', 'new years eve', 'NYE', '2020', 'sport', 'fun', 'mental health', 'wellbeing', 'wellness', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'GCN Cycling', 'velo', 'si', 'richardson', 'dan', 'lloyd', '?', 'sca15', 'gc21s', 'gc11shs', '?', 'c3', '?', '?', '?', '?', '?', '?3', '3830']",Tuesday,0min,0,7.25,1
7340,Ed2Cglb74nM,How Hard Do XC Mountain Bikers Train?,07/06/2020,00:05.0,148751,3670,427,00:49:00,"['mtb', 'mountain bike', 'road biker', 'road cycling training', 'road vs mtb', 'road vs mountain bike', 'training', 'intervals', 'efforts', 'fatigue', 'tss', 'pauline ferrand prevot', 'canyon sram', 'world champion', 'mtb world champion', 'coach', 'coaching', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'james', 'lowsley', 'williams', 'hank', 'sec-feature', 'sca15', 'gc21s', '?', 'gc11shs', '?', 'c3', '?', 'c1', 'gc11sas', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '3989', 'xc', 'cross country']",Sunday,0min,0,5.24,1
6842,2ZpOIPe3CkA,"quot;Manon, You Got A Bottle?quot; #shorts",01/01/2022,00:03.0,133568,3421,67,00:16:00,"['4 vs 1', '5 vs 1', 'vs', 'aero', 'aerodynamic', 'time trial', 'time trial bike', 'tt bike', 'tt', 'road bike', 'rory townsend', 'canyon dhb', 'rory', 'townsend', 'group', 'ride', 'paceline', 'race', 'presenter challenge', 'team time trial', 'team', 'professional cyclist', 'pro cyclist', 'pro', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'gcn', 'gcn shorts', '?27']",Saturday,0min,0,2.99,1
6676,xSyGNbMPLrM,Taking On The Steepest Climb In The World! #shorts,02/01/2022,00:32.0,111538,3338,35,00:58:00,"['cycling uphill', 'riding uphill', 'uphill', 'climb', 'climbing', 'hill climb', 'steep', 'steepest', 'gradient', 'mur', 'muur', 'wall', 'hill', 'mountain', 'steepest climb', 'steepest road', 'steepest hill', 'bamford clough', 'bamford', 'the clough', 'derbyshire', 'steepest road in the world', 'steepest climb in the world', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'gcn', 'gcn shorts', '?27']",Sunday,0min,0,3.23,1
6572,hnt0Xnulx_Y,"Who's The Best? Top Road Cyclists, Mountain Bikers & Triathletes Race Head To Head",28/06/2020,00:24.0,109002,3286,216,00:41:00,"['nino', 'nino schurter', 'brownlee', 'brothers', 'scott', 'all stars', 'world champion', 'amanda spratt', 'greenedge', 'pro cyclist', 'professional', 'mitchelton', 'mtb', 'mountain biker', 'cross country', 'XC', 'zwift', 'zwift racing', 'race', 'triathlete', 'triathlon', 'esteban chaves', 'scott bikes', 'sebastian keinle', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'gc21s', '?', 'gc11shs', 'c3', 'e3', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?14', '?', '?', '?', '?', '4010']",Sunday,0min,0,4.86,1
6408,w7DHIOxHu5c,3 Reasons Why You Will Inevitably Ride An E-bike | The GCN Show Ep. 243,05/09/2017,54:24.0,183646,3204,723,00:06:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'di2', 'electronic gear', 'electronic shifting', 'etap', 'sram red etap', 'ultegra di2', 'dura-ace di2', 'gear setup', 'micro adjust', 'ant+', 'bluetooth', 'hidden buttons', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'maintenance', 'bike maintenance', 'maintenance monday', 'simon richardson', 'sec-maint-mon', 'plma101', 'plte', 'b1', 'c1', 'h3', 'gc11sas', '?', 'f3', '?', '?', '?', '?', '?', '?']",Tuesday,0min,0,5.66,1
6057,6_ZmY4f7-EM,Bad Habits To Avoid On The Bike! #shorts,14/02/2022,05:00.0,217909,6057,63,01:00:00,"['hunch', 'bad', 'position', 'positioning', 'fit', 'bike fit', 'uncomfortable', 'comfy', 'comfortable', 'slow', 'ache', 'achey', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', 'gc21s', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Monday,0min,1,3.03,1
5552,Xgktgf_aaNs,Who Will Win The Tour de France? | GCN's 2019 Le Tour Preview Show,03/07/2019,14:28.0,221678,2776,687,00:00:00,"['le tour', 'le tour de france', 'tour de france', 'tour de france 2019', '2019', 'winner', 'riders', 'team', 'teams', 'stage', 'stages', 'climbs', 'route', 'course', 'team ineos', 'malliot jaune', 'yellow', 'jersey', 'green', 'polka dot', 'belgium', 'france', 'the tour', 'tour of france', 'time trial', 'tt', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'dan', 'si', 'marty', 'sec-feature', '?', '?', '?', '?', '?', '3649']",Wednesday,0min,0,4.29,1
5466,zrojDcD6ugU,Can A Super Bike Make Up For A Lack Of Talent? | The GCN Show Ep. 325,02/04/2019,36:29.0,158831,2733,523,00:49:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'classics', 'gent', 'wevelgem', 'bike', 'rider', 'best', 'better', 'cheap', 'super', 'expensive', 'talent', 'sprint', 'inspiration', 'cobbles', 'watts', 'GCN Cycling', 'cycling tips', 'cycling workout', 'cycling training', 'velo', 'simon richardson', 'chris opie', 'dan lloyd', '?', 'gc21s', 'gc11shs', '?', 'c3', 'r1', 'c1', 'h3', 'gc11sas', 'q1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '3557']",Tuesday,0min,0,4.97,1
5242,q36u3RmUIxE,How To Ride 50km! #shorts,11/03/2022,00:35.0,81950,2621,110,00:59:00,"['long', '50km', '50', 'km', 'mile', 'miles', 'kilometres', 'kilometers', '50 miles', 'distance', 'far', 'tool', 'tools', 'maintenance', 'roadside', 'road-side', 'road', 'side', 'nutrition', 'fuel', 'food', 'snack', 'snacks', 'energy', 'tip', 'tips', 'pro tip', 'pro', 'pro tips', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Friday,0min,0,4.51,1
5176,89Ed1LIPihY,We LOVE Manon  ??  #shorts,16/05/2023,34:25.0,43769,2588,152,00:33:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?']",NULL,0min,0,9.14,1
5128,_Vun-uPqt68,What's The Best Way To Ride Your Bike: On Your Own Or In A Group? | The GCN Show Ep.395,04/08/2020,36:58.0,139275,2564,576,00:00:00,"['solo rides', 'solo bike rides', 'group rides', 'bunch rides', 'group bike rides', 'drafting', 'half wheeling', 'training', 'intervals', 'crash', 'crashing', 'bike crash', 'cafe ride', 'social ride', 'bike race', 'strade bianche', 'strava kom', 'everest', 'everesting', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'Road Bicycle', 'GCN Cycling', 'velo', 'dan', 'lloyd', 'manon', '?', 'sca15', 'gc21s', '?', 'gc11shs', '?', 'gc11sas', 'g3', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?3', '?', '?', '?', '4047']",Tuesday,0min,0,5.89,1
4664,PYjNru13Sjc,Gnarly Drop On A Gravel Bike #shorts,07/02/2022,00:10.0,76504,2332,35,00:17:00,"['gnarly', 'drop', 'pun', 'punny', 'gravel', 'gravel bike', 'drop bars', 'cycling drop', 'dropped', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?']",Monday,0min,0,3.4,1
4642,5RsFWlvJjOg,Hidden Motors: Who's Mechanical Doping Now? | The GCN Show Ep. 238,01/08/2017,09:27.0,277463,2321,710,00:55:00,"['gcn show', 'cycling', 'cycling news', 'road cycling', 'road bike', 'bicycle', 'gcn', 'global cycling network', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'mechanical doping', 'hidden motors', 'road bike doping', 'cheat', 'tech of the week', 'wahoo', 'wahoo mini', 'au17', 'sec-show', 'sca15', 'gc21s', 'g2', 'b3', 'u2', '?', '?', '?', '?']",Tuesday,0min,0,3.39,1
4580,Pj1Ofx3O9QE,We Interviewed The Best Cyclist In The World | GCN Show Ep. 469,04/01/2022,02:44.0,104999,2290,269,00:46:00,"['tadej', 'pogacar', 'tour', 'de', 'france', 'winner', 'sports', 'icon', 'interview', 'questions', 'answers', 'strade', 'bianchi', 'world', 'championships', 'new', 'team', 'kits', 'jerseys', '2022', 'racing', 'season', 'hot', 'or', 'not', 'news', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'Road Bicycle', 'GCN Cycling', 'velo', 'james', 'lowsley', 'williams', 'lowsley-williams', 'hank', 'conor', 'dunne', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?3', '?', '?', '4565']",Tuesday,0min,0,4.57,1
4554,LO0QTEEbxHw,The Ultimate Freehub Soundcheck! #shorts,04/02/2022,00:10.0,63582,2277,40,00:56:00,"['freehub', 'soundcheck', 'tech', 'pro', 'probike', 'pro bike', 'world tour', 'professional', 'expensive', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?', '?']",Friday,0min,0,4.09,1
4326,MF58am4MBUU,Will Coronavirus Define The 2020 Cycling Season? | GCN Show Ep.373,03/03/2020,19:38.0,118669,2163,404,00:56:00,"['coronavirus', 'corona', 'virus', 'epidemic', 'pandemic', 'cancel', 'cancelled', 'track', 'world', 'championships', 'champs', 'new', 'tech', 'old', 'old rider', 'nopinz', 'giveaway', 'uci world league', 'league', 'uci', 'quarantine', 'world record', 'UAE', 'Moscon', 'Ganna', 'classics', 'spring', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'GCN Cycling', 'velo', 'Ollie', 'Bridgewood', 'Dan', 'Lloyd', '?', 'gc21s', '?', 'gc11shs', '?', 'c3', 'r1', 'h3', 'gc11sas', 'v1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?3', '3893']",Tuesday,0min,0,5.14,1
4300,0a76yNKyfKA,Choose Your... Rider?! #shorts,28/05/2022,00:00.0,92871,2150,73,00:26:00,"['fighter', 'smash', 'bros', 'meme', 'street', 'kit', 'merch', 'merchandise', 'castelliGCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?']",Saturday,0min,0,3.01,1
4170,hLyTDCkb6_c,Un-bee-lievable Musette Drop #shorts,23/05/2022,00:35.0,321165,2085,69,00:06:00,['?27'],Monday,0min,0,0.81,1
4148,eFJ7ch5zhIs,Is Tech Killing Cycling? | The GCN Show Ep. 210,17/01/2017,22:41.0,211026,2074,814,00:43:00,"['gcn show', 'the gcn show', 'ces', 'consumer electronics show', 'smart tech', 'bike tech', 'cycling news', 'bike', 'cycling', 'road bicycle racing', 'road racing', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'pro cycling', 'coros', 'speedx', 'smart bike', 'smart bike tech', 'road bike tech', 'tour down under', 'peter sagan', 'uci world tour', 'world tour cycling', 'ja17', 'sec-show', 'd1', 'e1', 'p1', 'g2']",Tuesday,0min,0,4.79,1
4082,tzXsFrNzRvw,BMX Track Race! | GCN Vs GMBN #shorts,31/12/2021,00:34.0,111190,4082,33,01:00:00,"['komoot', 'strade', 'bianche', 'off road', 'gravel', 'gravel bike', 'road bike off road', 'belgie', 'cobbles', 'pave', 'steep', 'steep climb', 'mud', 'dirt', 'road ride', 'off road ride', 'mountain bike', 'gmbn', 'gmbn presenter', 'challengeGCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'conor', 'dunne', 'alex', 'paton', 'gcn', 'gcn shorts', '?27']",Friday,0min,1,3.87,1
4030,_3d2jDU8Qh8,MvdP's 3 Ronde van Vlaanderen Podiums #Shorts,05/04/2022,57:25.0,220355,2015,7,00:21:00,"['Ronde van vlaanderen', 'tour of flanders', 'van der poel', 'pogacar', 'van aert', 'Asgreen', 'sprint', 'time capsule', 'monument', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27']",Tuesday,0min,0,0.91,1
3954,pM2MzROlrRg,Will Quintana EVER Beat Froome At Le Tour? The GCN Show Ep. 192,13/09/2016,28:46.0,102597,1977,639,00:57:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 's16', 'sec-show', 'l1', 'q1', 'r1', 'nairo quintana', 'chris froome', 'team sky', 'movistar', 'vuelta a espana', 'new tech', 'wind tunnel', 't-rex', 'tour de france', 'peter sagan', 'cycling news', 'gcn news show', 'wattage bazooka', 'gcn bath', 'relive', 'enve wheels']",Tuesday,0min,0,7.99,1
3878,W1YucVcZ0pU,What Makes The Ultimate Bike Ride? | The GCN Show Ep. 264,30/01/2018,36:12.0,98400,1939,628,00:06:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'ultimate ride', 'ultimate', 'bucket list', 'epic', 'epic ride', 'gran canaria', 'mountains', 'views', 'scenery', 'climbs', ""alpe d'huez"", 'flanders', 'cobbles', 'muur', 'gcn show', 'hack/bodge', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'matt stephens', 'dan lloyd', 'simon richardson', 'sec-show', 'sca15', 'gc21s', 'gc11shs', 'gc04s1', 'c3', '?', 'r1', 'h3', 'gc11sas', 'q1', 'g2', 'gc15s', '?', '?', '?', '?', '?', '?']",Tuesday,0min,0,8.23,1
3684,U7WE2rcqH9c,Bike Racing Reinvented? | The GCN Show Ep. 216,28/02/2017,32:29.0,105505,1842,597,00:38:00,"['road cycling', 'bike', 'bicycle', 'cycling', 'gcn show', 'the gcn show', 'road bike racing', 'pro cycling', 'cycling news', 'velon', 'team sky', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'abu dhabi tour', 'road racing reinvented', 'tech of the week', 'rui costa', 'mark cavendish', 'eurosport', 'gcn eurosport', 'gcn news', 'f17', 'sec-show', 'gc04s1', 'g2']",Tuesday,0min,0,7.3,1
3588,S4N3y29w3e8,Can Ollie Cycle On Water?? #shorts,06/01/2022,00:12.0,111060,1794,44,00:09:00,"['gcn shorts', 'gcn', 'shorts', 'global cycling network', 'ollie bridgewood', 'aquabike', 'hydrofoil', 'eurobike', '?27']",Thursday,0min,0,1.89,1
3534,_mT5CP2zkN4,What Makes A Race A Classic? | The GCN Show Ep. 269,06/03/2018,44:43.0,94565,1767,637,00:42:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'strade bianche', 'classic', 'monument', 'mud', 'epic', 'cold', 'pro', 'pro racing', 'wout van aert', 'wiggins', 'tue', 'dcms', 'poc', 'aero', 'ventral', 'ebike', 'winter', 'snow', 'hack', 'bodge', 'hack/bodge', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'emma pooley', 'dan lloyd', 'sec-show', 'sca15', 'gc21s', 'gc11shs', 'gc04s1', 'c3', '?', 'r1', 'h3', 'gc11sas', 'q1', 'v1', 'g2', 'gc15s', '?', '?', '?', '?', '?']",Tuesday,0min,0,8.46,1
3528,nGN_dsTMTLU,Is The Tour De France More Dangerous Than Ever? | The GCN Show Ep. 182,05/07/2016,35:23.0,143344,1764,770,00:22:00,"['tour de france', 'le tour de france', 'le tour', 'tour de frace 2016', '2016 tour de france', 'gcn show', 'the gcn show', 'cycling news', 'tour de france news', 'bike tech', 'tech of the week', 'wattage bazooka', 'gcn cycling news', 'gcn tour de france', 'gcn tour', 'chris froome', 'alberto contador', 'peter sagan', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'jul16', 'sec-show']",Tuesday,0min,0,6.56,1
3392,T1NOESiCvgc,Who's Going To Win La Vuelta? GCN's Vuelta A Espa?a Preview Show 2019,19/08/2019,34:06.0,123239,1696,245,00:33:00,"['vuelta', 'vuelta a espana', 'epsana', 'tour of spain', 'vuelta espana', 'show', 'route', 'recce', 'riders', 'win', 'sprint', 'climber', 'points', 'lopez', 'carapaz', 'landa', 'valverde', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'race news', 'race news show', 'racing', 'racing news', 'GCN Cycling', 'velo', 'dan', 'lloyd', 'lloydy', '?', 'sca15', '?', 'h3', 'gc11sas', '?', '?', '?', '?', '?', '?', '3696']",Monday,0min,0,3.25,1
3108,#NAME?,Shower Cap Cycling Hack?! #shorts,16/03/2022,00:26.0,99588,1554,53,00:18:00,"['shower', 'cap', 'showercap', 'shower cap', 'hack', 'bodge', 'hack or bodge', 'hotel', 'hotel hack', 'disc', 'brake', 'discbrake', 'disc brakes', 'discbrakes', 'disc brake', 'disk', 'break', 'breaks', 'discs', 'disks', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'ollie', 'bridgewood', 'manon', 'lloyd', '?27', '?', '?', '?', '?', '?']",Wednesday,0min,0,2.01,1
