likes_per_minute,video_id,video_title,upload_date,upload_time,view_count,like_count,comment_count,video_duration,tags,day,duration,minutes,interaction_score,Sort_order
673,HKfXQTgveLY,How Hard Is A Pro Cyclocross Course? | Beginner Vs Infamous Zonhoven Sandpit,03/11/2019,00:07.0,735850,10779,852,16:09:00,"['cyclocross', 'cyclo-cross', 'cx', 'race', 'racing', 'off-road', 'mountain bike', 'mtb', 'XC', 'sand', 'zonhoven', 'superprestige', 'pro', 'professional', 'cyclist', 'belgium', 'mud', 'sand pit', 'zonhoven cyclocross', 'verzekeringen', 'dismount', 'remount', 'ruts', 'sand trap', 'course', 'climb', 'lap', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'jeremy powers', 'jeremy', 'powers', 'sec-feature', 'gc21s', '?', 'gc11shs', '?', 'c3', 'r1', 'c1', 'h3', 'gc11sas', '?', 'n1', 'p1', '?', '?', '?', '?', '?', '?', '?14', '3772']",Sunday,long,16,2.61,9
656,daLIJZkTvcM,6 Golden Rules For Endurance Cycling | Advice From Experts Mark Beaumont And Laura Penhaul,25/11/2020,00:10.0,458492,10503,479,16:05:00,"['endurance', 'pillars', 'mark', 'beaumont', 'penhaul', 'nutrition', 'effort', 'macro', 'micro', 'nutrients', 'hydration', 'fuelling', 'recovery', 'training', 'improvement', 'challenge', 'ultra endurance', 'rest', 'intensity', 'resilience', 'adapt', 'planning', 'event', 'sleep', 'hours', 'miles', 'push', 'yourself', 'further', 'distance', 'adventure', 'adversity', 'world record', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'gc21s', '?', 'gc11shs', 'c3', '?', 'c1', 'n1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15']",Wednesday,long,16,3.32,9
650,FHtS5wk9-fY,Spinning Vs Grinding: The Ultimate Cycling Cadence Race,31/01/2021,00:11.0,564411,12364,1197,19:25:00,"['cadence', 'high cadence', 'spin', 'spinning', 'pedalling', 'pedal', 'race', 'racing', 'performance', 'average', 'strength', 'hill climb', 'climbing', 'climb', 'uphill', 'steep', 'hill', 'power', 'powerful', 'gears', 'gear ratio', 'cassette', 'chainset', 'chainring', 'efficient', 'optimum', 'efficiency', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'gc21s', '?', 'gc11shs', 'r1', '?', 'n1', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '?', '4227', 'pro', 'pro cyclist', 'cx', 'cyclocross', 'spinning vs grinding']",Sunday,long,19,4.29,9
646,DFCPfbVC74M,Can We Break Carbon Wheels?,03/12/2021,46:45.0,287085,9692,888,15:14:00,"['Carbon', 'carbon wheels', 'wheels', 'winspace', 'lun', 'l?n', 'hyper', 'winspace hyperGCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', '?', '?', '?', 'g3', '?', 'Tag?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '?', '4533', '??', 'h3']",Friday,long,15,6.41,9
641,vc-EvSJr1ZE,GCN's Epic Rides | Ep.1 Gran Canaria,11/02/2018,00:08.0,510078,12187,862,19:34:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gran canaria', 'easyjet', 'easy jet', 'bucket list ride', 'epic ride', 'bucket list', 'epic', 'climbing', 'sun', 'valley of tears', 'steep', 'climbs', 'cycling holiday', 'perfect ride', 'GCN Cycling', 'Cycling Tips', 'cycling workout', 'cycling training', 'velo', 'dan lloyd', 'simon richardson', 'sec-feature', 'sca15', 'gc21s', 'gc11shs', 'gc04s1', 'c3', 'r1', 'c1', 'h3', 'gc11sas', '?', 'p1', 'gc15s', '?', '?', '?', '?', '?', '?']",Sunday,long,19,4.06,9
641,uwbpcTrsmaI,Can We Survive The Toughest Grand Tour Stage?,26/05/2019,00:15.0,340759,10261,415,16:54:00,"['giro', ""giro d'italia"", 'stage', 'mountain', 'alps', 'pass', 'col', 'tough', 'hard', 'toughest', 'hardest', 'stage 16', 'stage preview', 'gavia', 'passo', 'passo gavia', 'mortirolo', 'passo del mortirolo', 'climb', 'climbing', 'epic', 'epic climb', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'ollie', 'bridgewood', 'james', 'lowsley williams', 'sec-feature', 'gc21s', 'gc11shs', '?', 'c3', 'r1', 'c1', 'h3', 'gc11sas', '?', 'n1', 'p1', '?', '?', '?', '?', '?', '?', '3611']",Sunday,long,16,4.2,9
641,ngsAD-gcOKA,"Pro Cyclist VS...His Dad!? | Road Bike Takes On E Bike, But Who Is Faster?",09/08/2020,00:09.0,567271,14108,1388,22:18:00,"['e bike', 'e-bike', 'eco', 'turbo', 'electric bike', 'bosch', 'family', 'dad', 'hanks dad', 'chavenage house', 'cotswolds', 'training ride', 'race', 'vs', 'e bike vs regular bike', 'canyon ultimate', 'family ride', 'father son ride', 'motorbike', 'bmw motorbike', '1200cc', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'james', 'lowsley', 'williams', 'hank', 'george', 'sec-feature', 'sca15', 'gc21s', '?', 'gc11shs', '?', 'gc11sas', 'n1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '4052']",Sunday,long,22,4.92,9
630,dFQ5fVjQACc,"Climbing Over 11,000m In One Epic Ride | GCN Goes Trenching",05/07/2020,00:11.0,392043,11983,1179,19:08:00,"['everesting', 'everest', 'mariana trench', 'trenching', 'trench', 'mariana', 'descending', 'descent', 'climbing', 'climb', 'cycling uphill', 'hill', 'mountain', 'downhill', 'meters', 'vertical', 'up hill', 'long ride', 'epic ride', 'long bike ride', 'hilly', 'hills', 'porlock hill', 'world bicycle relief', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'james', 'sec-feature', '?', 'gc11shs', '?', 'gc11sas', 'n1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '4017']",Sunday,long,19,6.02,9
628,cSN5fhS9B-o,Can We Qualify For The World Championships Of GranFondo? | GCN Rides RBC Whistler,22/09/2019,00:07.0,491533,10682,563,17:39:00,"['granfondo', 'gran fondo', 'gran', 'fondo', 'world championships', 'worlds', 'world', 'championships', 'champion', 'UCI', 'whistler', 'vancouver', 'race', 'racing', 'rbc granfondo', 'canada', 'long ride', 'epic ride', 'climb', 'summit', 'to', 'sea', 'highway', 'sportive', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'si', 'richardson', 'jeremy', 'powers', 'sec-feature', 'gc21s', '?', 'gc11shs', '?', 'c3', 'r1', 'h3', 'gc11sas', 'p1', '?', '?', '?', '?', '?', '?', '?', '?15', '3730']",Sunday,long,17,3.3,9
625,k7e004bfHyY,Can You Repair A Carbon Fibre Bike?,09/09/2018,00:05.0,890102,10635,876,17:56:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'carbon', 'carbon repair', 'repair carbon fibre', 'carbon fiber', 'carbon bike', 'carbon bike repair', 'cracked frame', 'cracked carbon', 'fracture', 'break', 'broken bike', 'cost', 'paint', 'spray', 'fix', 'repair', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'oliver bridgewood', 'sec-feature', '?', '?', '?', '?', '3352']",Sunday,long,17,2.17,9
624,FBOjDrjGJDA,Beyond A Super Bike | Si?s Hyper Bike KOM Challenge,30/09/2018,00:04.0,681697,11857,969,19:10:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'kom', 'king of the mountain', 'strava kom', 'hill climb', 'canyon aeroad', 'zipp', 'caramic speed', 'caramicspeed', 'ceramic', 'ceramic bearings', 'oversized pulley', 'derailleur', 'super bike', 'aero', 'aerodynamic', 'hyper bike', 'GCN Cycling', 'Cycling tips', 'cycling training', 'velo', 'simon richardson', 'sec-feature', 'sca15', 'b1', 'gc11shs', 'gc04s1', 'c3', 'r1', 'c1', 'h3', 'gc11sas', '?', 'p1', 'f3', 'b2', '?', '?', '?', '?', '?', '3373']",Sunday,long,19,3.14,9
623,FXK0u16Vn-8,Endurance Tortoise Vs Aero Hare | Who Can Ride The Furthest?,26/12/2020,00:08.0,547351,13722,806,22:40:00,"['solstice', 'shortest', 'day', 'longest', 'ride', 'challenge', 'endurance', 'all day', 'tt', 'time trial', 'sportive', 'vs', 'which is best', 'head to head', 'how far', 'ultra', 'dawn', 'to', 'dusk', 'shortest day of the year', 'strategy', 'nutrition', 'position', 'tortoise', 'hare', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'hank', 'james', 'mark', 'beaumont', 'sec-feature', 'gc11shs', 'r1', '?', '?', '?', 'n1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '4191', '?']",Saturday,long,22,3.96,9
622,7_2bybJWQFg,Cycling's Body Weight Obsession - How Light Is Right For You?,02/12/2018,26:05.0,611212,13078,1167,21:38:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'race weight', 'weight', 'fat', 'fat loss', 'fat burn', 'eating disorder', 'ed', 'eating disorders', 'anorexia', 'bulemia', 'binge eating', 'athlete', 'overtraining', 'exercise', 'overexercise', 'unhealthy', 'health', 'weight loss', 'mental health', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'ben king', 'sec-feature', 'pltr', 'plnu', 'sca15', 'b1', 'gc11shs', 'gc04s1', 'c3', 'r1', 'h3', 'gc11sas', 'p1', 'd2', '?', '?', '?', '?', '?', '?', '?', '3436']",Sunday,long,21,4.02,9
612,w3C_oOog2gc,Tandem Vs Killer Climb | Hank & Si Take On The Wall Of Doom,08/10/2021,40:49.0,394672,10416,650,17:23:00,"['Tandem', 'bike', 'chalenge', 'hill', 'climb', 'steep', 'effort', 'fun', 'two', 'full', 'gas', 'kom', 'hunt', 'hunting', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'simon', 'richardson', 'hank', 'james', 'lowsley', 'williams', 'lowsley-williams', 'sec-feature', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '?', '4477']",Friday,long,17,4.28,9
608,2iriejQTgF0,What Do Professional Cyclists Really Eat? | Nutrition Insights With Nigel Mitchell,16/05/2019,00:02.0,396027,9121,475,15:32:00,"['nutrition', 'food', 'weight', 'power', 'to', 'grand tour', 'nigel mitchel', 'porridge', 'nigel', 'mitchell', 'ef', 'education', 'first', 'protien', 'carbohydrate', 'carbs', 'energy', 'fuel', 'healthy', 'giro', ""giro d'italy"", 'pro', 'professional', 'plan', 'digest', 'chef', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'ollie bridgewood', 'sec-feature', 'c3', 'p1', '?', '?', '?', '?', '?', '?', '3602']",Thursday,long,15,3.48,9
600,xYEAqTke9w4,Aero Bike Or Road Bike? | The New Canyon Aeroad First Look,11/10/2020,00:22.0,620989,9013,798,15:39:00,"['canyon', 'aeroad', 'aero', 'road', 'bike', 'fast', 'speed', 'new', 'brand new', 'lightweight', 'super bike', 'launch', 'ultimate', 'fastest', 'aero bike', 'light bike', 'new bike', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'richardson', 'sec-feature', 'sca15', 'c3', 'gc11sas', 'g3', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '4115']",Sunday,long,15,2.72,9
599,GCfqgnfoVWY,Stay Fit & Fast As You Get Older - Lessons From A Master,12/11/2022,00:18.0,284775,11393,1093,19:08:00,"['nick craig', 'older cyclist', 'older cyclists', 'older riders', 'veteran cyclist', 'older', 'top tips', 'expert tips', 'cycling training', 'training', 'training intensity', 'recovery', 'age group', 'age group cycling', 'never too old', 'too old', 'stay fit', 'fitness', 'cycling fitness', 'lessons', 'life lessons', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'gc21s', '?', '?', '?', '?', 'n1', 'e3', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '4877']",Saturday,long,19,7.8,9
599,Jq2NKKtUFnI,What's The Best Way To Ride To Work? | GCN Commuter Challenge,23/07/2022,00:20.0,505026,10798,1501,18:36:00,"['commuting', 'commute', 'travel', 'travelling', 'work', 'working', 'job', 'ribble', 'gravel', 'gravel bike', 'all road', 'all-road', 'all road bike', 'all-road bike', 'fast', 'fast bike', 'commuter bike', 'commuter', 'ebike', 'e bike', 'e-bike', 'best bike', 'super bike', 'superbike', 'titanium', 'ti', 'carbon', 'carbon fiber', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '?', '?', '4765']",Saturday,long,18,5.09,9
597,aVLfqjcTbnU,Are Flat Pedals Actually Just As Fast As Clipless Pedals?,21/01/2023,00:01.0,519303,10159,2169,17:16:00,"['clipless', 'clipless pedals', 'clips', 'flats', 'flat pedals', 'pedals', 'clipless pedals vs flat pedals', 'clipless vs flats', 'road bike pedals', 'bike pedals', 'road bike flat pedals', 'road bike clipless pedals', 'gcn vs', 'gcn does science', 'bike tech', 'bike fit', 'beginner cyclist', 'pedalling technique', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'gc21s', '?', '?', '?', '?', '?', 'n1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '4947']",NULL,long,17,6.1,9
596,J9fAk04oTtA,HIIT Indoor Cycling Workout | 45 Minute VO2 Max Intervals,21/01/2019,58:55.0,1013624,12518,1025,21:07:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'workout', 'cycling session', 'fitness', 'fit', 'get fit', 'lose weight', 'spinning', 'spin class', 'spin', 'turbo trainer', 'indoor trainer', 'trainer session', 'threshold', 'ftp', 'threshold power', 'aerobic', 'alta badia', 'torque', 'high cadence', 'vo2 max', 'vo2 workout', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'simon richardson', 'sec-feature', 'gc21s', 'b1', 'gc11shs', 'c3', 'c1', 'h3', 'gc11sas', 'p1', 'z2', '?', 'x2', '?', '?']",Monday,long,21,2.24,9
589,lCfWy-zP6x0,The Most English Bike Ride Ever - With CX Legend Jeremy Powers,07/04/2019,00:11.0,208981,8845,781,15:34:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'jeremy powers', 'powers', 'jpows', 'english', 'british', 'epic ride', 'epic', 'off road', 'gravel', 'mtb', 'cx', 'cyclocross', 'cyclo-cross', 'cross', 'cyclocx', 'exmoor', 'england', 'cream tea', 'bikepacking', 'bike packing', 'monstercross', 'GCN Cycling', 'cycling tips', 'cycling workout', 'cycling training', 'velo', 'simon richardson', 'sec-feature', 'plor', 'plcx', 'b1', 'gc11shs', '?', 'c3', 'r1', 'h3', 'gc11sas', 'p1', '?', '?', '?', '?', '?', '?', '?', '?', '3562']",Sunday,long,15,7.94,9
586,ArwKytQN6p0,Ex-Pro Cyclist Vs... His Dad?! Epic Climb Edition,05/12/2021,00:06.0,165359,9964,841,17:08:00,"['ebike', 'e bike', 'e-bike', 'ebikes', 'e bikes', 'e-bikes', 'ebike challenge', 'e-bike challenge', 'e bike challenge', 'epic climb', 'climbing challenge', 'epic ride', 'mallorca', 'sa calobra', 'coll dels reis', 'hank?s dad', 'hanks dad', 'unfit', 'unfit dad', 'old man', 'mountain', 'gcn', 'cycling', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'hank', 'james lowsley-williams', 'sec-feature', 'gc21s', '?', '?', '?', 'c1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?']",Sunday,long,17,11.07,9
577,hdPbWM2ymas,When A Pro Cyclist Tries Bikepacking....,09/11/2019,46:40.0,360873,9811,505,17:47:00,"['bikepacking', 'bike packing', 'touring', 'jenny graham', 'wilderness', 'pro cyclist', 'professional', 'bags', 'bike bags', 'endurance', 'cycle touring', 'camping', 'lightweight', 'long distance', 'kit', 'devon', 'exmoor', 'adventure', 'adventure riding', 'gravel bike', 'bothie', 'tent', 'race', 'round the world', 'circumnavigate', 'globe', 'fastest', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'James', 'sec-feature', 'gc21s', 'gc11shs', '?', 'c3', 'c1', 'h3', 'gc11sas', 'n1', '?', '?', '?', '?', '?', '?', '?15', '3779']",Saturday,long,17,4.1,9
575,K5hLeLa3_GE,GCN VS Jenson Button - Riding The Haute Route Oman,17/03/2019,00:05.0,580296,12084,625,21:07:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'jenson button', 'jenson', 'jensen', 'button', 'formula 1', 'f1', 'world', 'champion', 'haute route', 'haute', 'route', 'race', 'racing', 'bike race', 'sportive', 'jebel hafeet', 'green mountain', 'time trial', 'oman', 'haute route oman', 'desert', 'stage race', 'driver', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'ollie bridgewood', 'sec-feature', 'gc21s', 'gc11shs', '?', 'c3', 'r1', 'h3', 'gc11sas', 'p1', '?', '?', '?', '?', '??', '?', '?', '3539']",Sunday,long,21,3.14,9
574,ALVtgcY1YeM,Have Mavic Nailed Tubeless For Road? New Wheels And Tyres,21/06/2017,04:29.0,881162,8621,716,15:49:00,"['tubeless mavic', 'mavic UST', 'mavic tyres', 'mavic wheels', 'new mavic wheels', 'new mavic tyres', 'bike tech', 'mavic ssc', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'canyon', 'assos', 'kask', 'bike puncture', 'bicycle puncture', 'jun17', 'sec-feature', 'plte', 'sca15', 'gc11shs', 'gc04s1', 'c3', 'gc11sas', '?', '?', '?', '?']",Wednesday,long,15,1.78,9
574,juGiU45tEAc,NEW Shimano 105 Di2 | The Groupset Of The People Goes Wireless!,29/06/2022,00:25.0,406212,8611,1544,15:54:00,"['shimano', 'shimano 105', 'shimano 105 di2', '105', '105 di2', 'di2 105', 'di2 shimano 105', 'di2', 'wireless', 'wireless 105', '105 wireless', 'new shimano', 'new 105', 'new di2', 'new', 'groupset of the people', 'first look', '12 speed', '12-speed', '105 electronic', 'electronic groupset', 'groupset', '105 groupset', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'gc21s', '?', '?', '?', '?', '?', '?', '?', '?', '??', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '4741']",Wednesday,long,15,5.91,9
567,Xk8FSzpH2nU,Gravel Bike Suspension?! | Meeting Lauf In Iceland,07/11/2018,46:42.0,562448,9654,567,17:20:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gravel', 'gravel bike', 'gravel bike suspension', 'lauf', 'lauf suspension', 'spring suspension', 'innovation', 'revolutionary', 'iceland', 'reykjavik', 'carbon fibre', 'glass fibre', 'carbon fiber', 'glass fiber', 'hq tour', 'gravel riding', 'riding on gravel', 'suspension', 'bike suspension', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'simon richardson', 'sec-feature', 'gc11shs', 'gc04s1', 'c3', '?', '?', '?', '?', '3411']",Wednesday,long,17,2.7,9
566,29uPmahOkuY,How Did These Normal Guys Become The World's Fastest? | HUUB Wattbike,24/02/2019,00:01.0,474383,9059,377,16:05:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'huub', 'wattbike', 'huub wattbike', 'track', 'track cycling', 'track cyclists', 'individual persuit', 'aero', 'aerodynamics', 'aerodynamic', 'aerodynamicists', 'dan bigham', 'jonny wale', 'jon archibald', 'world record', 'hour record', 'new records', 'kilo', 'indoor cycling', 'velodrome', 'derbados', 'GCN Cycling', 'Cycling tips', 'cycling workout', 'cycling training', 'velo', 'ollie bridgewood', 'sec-feature']",Sunday,long,16,2.68,9
554,ljVpR112bvM,The HARDEST Climb The Tour De France Will Never Visit,21/07/2019,00:05.0,397213,9425,644,17:05:00,"['gravel', 'alp', 'tour de france', 'tdf', 'tour', 'groad', 'alpine', 'epic', 'j-pows', 'j pows', 'powers', 'jeremy', 'gravel grinder', 'val thorens', 'le tour', 'mountain', 'off road', 'adventure', 'gravel bike', 'look', 'carbon', 'high altitude', 'summit', 'finish', 'e-bike', 'e bike', 'battery', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'si', 'richardson', 'sec-feature', 'pled', '?', 'gc11shs', '?', 'c3', 'n1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '3667']",Sunday,long,17,3.98,9
550,5Mi9p6oig0k,All-Road Vs Gravel: The Do-It-All Bike Challenge,27/11/2021,00:02.0,670880,12656,662,23:25:00,"['all-road', 'allroad', 'all road', 'allroad bike', 'all road bike', 'gravel', 'gravel bike', 'hybrid', 'hybrid bike', 'road bike', 'gravel riding', 'off road', 'off-road', 'riding off road', 'challenge', 'race', 'battle', 'vs', 'gravel race', 'off road race', 'wilier', 'wilier rave', 'road vs gravel', 'gravel vs road', 'gravel or road', 'road or gravel', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '4527', 'n1', '?']",Saturday,long,23,2.86,9
549,TloXwAlSkww,Is A Gravel Bike With Full Suspension Faster?,08/09/2019,00:08.0,398824,8239,1211,15:42:00,"['gravel', 'gravel bike', 'full-suspension', 'full-sus', 'full suspension', 'full', 'suspension', 'vs', 'versus', 'fast', 'faster', 'quick', 'quicker', 'niner', 'mcr', 'niner bikes', 'singletrack', 'gravel riding', 'all road', 'allroad', 'groad', 'offroad', 'off-road', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'simon richardson', 'sec-feature', '?', 'gc11shs', '?', 'c3', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '3683']",Sunday,long,15,5.09,9
540,yVbhcPuhyAM,GCN Presenter World Champs | Who's The Fastest? We Let A Zwift Race Decide!,19/12/2020,00:13.0,288968,8108,575,15:09:00,"['gcn presenter', 'race', 'presenter race', 'fastest', 'zwift', 'zwift race', 'sprints', 'primes', 'international', 'international channels', 'en francais', 'japan', 'italia', 'espanol', 'showdown', 'power', 'up', 'online', 'virtual', 'esports', 'sports', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', '?', 'gc11shs', '?', 'r1', 'gc11sas', 'e3', '?', '?', '?', '?', '?', '?', '?', 'gc22b', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '4184', 'dan', 'lloyd', 'james', 'hank', 'dunne', 'manon', 'bridgewood', 'eracing', 'racing', 'e-racing']",Saturday,long,15,4.78,9
534,kjMk7bmadJk,Road Vs Gravel: Which Bike Is Better?,27/02/2022,00:32.0,298269,11232,663,21:02:00,"['gravel', 'italy', 'tuscany', 'wilier', 'triestina', 'wilier triestina', 'strada bianche', 'strada', 'bianche', 'strada-bianche', 'challenge', 'epic', 'epic ride', '250km', 'long', 'all-road', 'all road', 'allroad', 'all', 'road', 'carbon', 'fibre', 'fiber', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '?', '4619', '?', 'strade bianche', 'strade', 'gravel bike', 'gravel ride', 'gravel race', 'gravel vs road', 'road vs gravel']",Sunday,long,21,5.97,9
